news_author,news_headline,related_tweet,post_replies,post_retweets,post_favourites,post_quotes,user_followers,user_following,user_friends,user_mentions,user_favourites,user_tweets_count,user_tweet_count_lists,user_country,misinformation
Louis Jacobson,Says Joe Biden and Kamala Harris want massive tax hikes on working families.,When Obama and the Dems let the child tax credit for poor and working families will you PoliCheers FINALLY admit to tax HIKES by your guy?,0.0,0,0,0,8860.0,0.0,1679.0,0.0,10131.0,34092.0,82.0,,0.0
W. Gardner,Rick Perry doesnt think there should be a federal minimum wage.,"Rick Perry on #MTP: ""We focus on the maximum wage, not the minimum wage."" Hi, I'm a tonedeaf statement - Nice to meet you.",0.0,1,0,0,259.0,,302.0,0.0,8799.0,16918.0,5.0,US,1.0
W. Gardner,Says Barack Obama has played nearly 100 rounds of golf as president.,"MT @fredthompson: After over 100 rounds of golf, Obama Now hasn't... WTF, who cares! He has played 100 Rounds of F'ing GOLF!",0.0,0,0,0,297.0,,268.0,1.0,1074.0,4209.0,3.0,US,1.0
Ciara O'Rourke,The Eisenhower interstate system requires that one mile in every five must be straight.,"The Eisenhower interstate system requires that one mile in every five must be straight in case of war or emergency, they could be used as airstrips. #FactsOrNah #Factopedia",0.0,0,0,0,595.0,0.0,2141.0,0.0,633.0,16354.0,0.0,,0.0
Louis Jacobson,Says Joe Biden and Kamala Harris want massive tax hikes on working families.,"The Green New Deal could cost taxpayers up to $93 trillion, eliminate jobs, trigger working class tax hikes, and raise the cost of living for families. No wonder Democrats in Congress are absolutely terrified to vote on it!",12.0,2,6,0,23446.0,,353.0,0.0,163.0,7266.0,1003.0,US,1.0
Ciara O'Rourke,Trump supporters are heading to the border as the migrant caravan approaches.,"FOX News covering people in a caravan heading to the border,  when a deranged Trump follower was just arrested for sending 13 pipe bombs to mostly democratic supporters  including 2 former Presidents...Really FOX",0.0,2,2,1,144.0,,581.0,0.0,4077.0,7532.0,0.0,,1.0
Ciara O'Rourke,A Canadian mayor said Muslims must integrate after they demanded removal of pork in all school canteens in Montreal.,@the_kk @izziewilbury the pork chips sort of look like those chips we used to get in chennai school canteens lol same shape but onion-y taste,1.0,0,1,0,2789.0,0.0,1982.0,2.0,162255.0,101481.0,11.0,,0.0
Dana Tims,"""Marijuana is less addictive than both alcohol and tobacco.""","@aljola @mosy1962 @Artie5mith @CharlesRowley16 @DavidLammy I'm saying that there are not so many options: they should either legalise marijuana, which is less addictive than alcohol, or ban it all.
The current situation in the US, in the UK and in France is misleading and deceptive.",0.0,0,1,0,18.0,0.0,68.0,5.0,4163.0,490.0,0.0,,1.0
Steve Contorno,"Says Sen. Mitch McConnell is ""the No. 1 recipient of contributions from lobbyists this cycle.""","@Shannon81171285 @powerlessbald @Kay48417129 @MajorPatriot Mitch McConnell received money from Dominion lobbyists - has MASSIVE financial ties to China via the family of his wife, Transportation Secretary Elaine Chao. 
CHINA MITCH: McConnell Has Family Ties to Bank of China, Top Chinese Shipping Firm",1.0,0,0,0,390.0,,2183.0,4.0,71150.0,15436.0,11.0,US,1.0
Jaren Holmes,Small trials to test convalescent plasma therapy for coronavirus patients seem to have had some degree of success.,"@Vidyut @netshrink @RURALINDIA Cannot answer for the doctors. My speculation would be due to historical reasons - in the early days of the pandemic, convalescent plasma therapy was advocated because it made sense. These RCTs are new data and probably haven't trickled into policy &amp; ground-level decisions yet.",1.0,0,0,0,476.0,0.0,1058.0,3.0,13648.0,2229.0,0.0,,1.0
Madlin Mekelburg,In the last 10 years less than half of adults in the U.S. received a flu shot.,"@Koibiito_ I'm not going to unless it gets required for travel way down the line. Ive always believed in exposing my immune system to germs, haven't had a flu shot in over 10 years, including the last pandemic in 2010. I will still be a distant hermit and wearing a mask for long as possible",1.0,0,2,0,1183.0,,725.0,1.0,92124.0,53098.0,11.0,US,1.0
Ciara O'Rourke,Photo shows Joe Biden doesnt wear a mask on a plane.,@RichardGrenell @JoeBiden Joe Biden doesnt wear a mask on a plane in 2019 - but wears one OUTSIDE #FactsMatter,0.0,0,0,0,3959.0,,3308.0,2.0,210359.0,45807.0,16.0,US,0.0
Andy Nguyen,The unvaccinated have escaped every single strain or 'variant of SARS-CoV-2.,"@DrEricDing Uh-huh.... So we have mainly unvaccinated and partly vaxxed people getting sick, even with a variant that supposedly has immune escape RNA. And, yes, many of the cases are apparently mild at this stage of the game.",2.0,0,0,0,34.0,,262.0,1.0,3629.0,2027.0,0.0,US,0.0
Daniel Funke,Most of the wildfires on the West Coast are all being started by antifa.,@wittywebhandle @Anarcish Dont forget about how antifa started the wildfires,2.0,0,2,0,4218.0,0.0,992.0,2.0,144801.0,25995.0,26.0,,0.0
Bill McCarthy,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,"#RNC2020 Joe Biden is going to raise corporate taxes and individual/joint taxpayers that earn over $400,000 annually. Eric Trump claims over 80% of Americans fall into this tax bracket. Complete Bullshit. #RNC2020Convention",0.0,0,1,0,2.0,0.0,128.0,0.0,1635.0,2336.0,1.0,,0.0
Gabrielle Settles,There were no guns whatsoever at the Capitol riot on Jan. 6.,Important point from Hodges: Many gun arrests / seizures were made from Jan 5-7. But decision not to make arrests that day means well never know how many firearms were present at the Capitol cc:  @mtracey,0.0,0,0,0,905.0,,1697.0,0.0,8821.0,148857.0,55.0,US,0.0
C. Eugene,"""Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.""","@EugeneIacovelli @kdkaradioamnews Just trying to represent facts and the real impact on families.

There's a mountain of evidence that shows marijuana has significant health risks. And yet we still are finding out more about the impact today's high-potent THC has on society.",3.0,0,0,0,544.0,669.0,1062.0,2.0,3070.0,2901.0,6.0,,1.0
Patrick Orsagos,"""The poverty rates for African Americans and Hispanic Americans -- its been incredible, theyve all reached their lowest levels in the history of our country.""",@NoBShere5 @David_Leavitt @karinhblay @realDonaldTrump Poverty rates for African-Americans and Hispanic-Americans have reached their lowest levels ever recorded. NFIBs small business optimism index broke a 35 year-old record in August.,0.0,0,1,0,1366.0,0.0,2616.0,3.0,22663.0,27111.0,28.0,,1.0
Miriam Valverde,"The Trump administration worked to free 5,000 Taliban prisoners.",@GOP The Trump administration and by default the @GOP released 5000 Taliban fighters and the new leader of the Taliban as part of a peace deal.,1.0,0,0,0,560.0,,345.0,2.0,42158.0,32788.0,3.0,US,0.0
Daniel Funke,"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission.""","@realDonaldTrump Tell your people that PA said no recount, the lawyers in PA dropped you, Michigan Judge tossed your case, your own campaign rescinded the case in AZ and shut down youre voter fraud hotline. You lost. Stop tweeting things you know arent true because these people believe you",0.0,0,0,0,65.0,0.0,437.0,1.0,3067.0,2140.0,0.0,,0.0
Gabrielle Settles,There were no guns whatsoever at the Capitol riot on Jan. 6.,"Is The Courthouse in Wisconsin out side Worst than Jan 6 ?
Why do they have more National Guards there than they had at the Capitol ?
Do they see a possible threat?
Who's the threat ?
Do We need a Gun ?
Will it be Safe to shop or live at Home ?
Shut the Shit Down.",1.0,1,1,0,614.0,,1825.0,0.0,3075.0,2943.0,1.0,US,0.0
Lauren Carroll,"""Trump Management was charged with discriminating against African-Americans and breaking federal law.""","@RetiredMaybe @Walter19838 court records too
In 1973 the U.S. Department of Justice sued Trump Management, Donald Trump and his father Fred for discrimination against African Americans in their renting practices
A settlement was reached in 1975 where Trump agreed to familiarize himself with the FairHAct",1.0,0,0,0,825.0,,2801.0,2.0,38704.0,15879.0,1.0,US,1.0
Katie Sanders,"The Keystone pipeline creates ""35 permanent jobs"" after construction, according to a government report.",@TomiLahren Keystone Pipeline stood to create 35 permanent jobs. It also would pipe foriegn oil over our largest aquifer to ports in the Gulf of Mexico without one drop reserved for US consumption. Idiots and grifters.,0.0,0,7,0,569.0,0.0,2301.0,1.0,167798.0,27217.0,2.0,,1.0
Ciara O'Rourke,A quarter of a million illegal votes found in Arizonas audit.,"@paulkrugman YOU fools are the liars, fake news!  The Arizona audit found over 50k illegal or invalid ballots.

Biden supposedly won AZ by 10k votes.  Those are the FACTS!",2.0,0,0,0,32.0,,98.0,1.0,83.0,13942.0,10.0,US,0.0
Amy Sherman,Children are almost immune from this disease.,"@ReidHJOlsen @antonioregalado Yep. Even if it is, it's just not worth anyone's time to find those explanations, and doesn't grapple with how the words shift the meaning for those listening.

""lower freq of severe disease"" =&gt; ""almost immune"" =&gt; ""children aren't affected"" =&gt; ""open schools""",1.0,0,2,0,6082.0,,1712.0,2.0,224104.0,112231.0,136.0,US,0.0
Amy Sherman,"The voting bill known as H.R. 1 would mean that millions of illegal immigrants are quickly registered to vote.""","@RBReich Its a power grab for the Democrat Party!  Voter registration for illegal aliens, 16 year olds allowed to vote , felons allowed to vote and paper balloting! Say NO to HR 1!!!",0.0,0,0,0,0.0,,2.0,1.0,20.0,189.0,0.0,US,0.0
Samantha Putterman,Says Biden's Rolex belonged to his late son Beau.,So that Rolex belonged to President Bidens son Beau? So now the media and everyone who attacked him for having a Rolex just look like even bigger assholes!,3.0,7,25,1,3871.0,0.0,4714.0,0.0,32521.0,52997.0,5.0,,0.0
Jon Greenberg,"""Swaziland has the highest rate of HIV infection in the world.""",@Ade_Nurayn @MsTyma_ No wonder they are 2nd after Swaziland with the highest people loving with  HIV/AIDS in the world.,0.0,1,0,1,1345.0,,2231.0,2.0,4539.0,6327.0,0.0,US,1.0
Lauren Carroll,"Says Donald Trump ""supports eminent domain"" and the Supreme Courts Kelodecision.","@Vote4Larsen @cardsrockn @FoxNewsSunday @JebBush You support Trump so you must Universal healthcare, abortion, eminent domain, supports dems",0.0,0,0,0,722.0,,379.0,3.0,30340.0,21126.0,29.0,US,1.0
Dana Tims,"""Marijuana is less addictive than both alcohol and tobacco.""","@GregAbbott_TX You should do the same thing for marijuana in Texas. Get that tax revenue, make it safer for users, create new jobs and give people a safer less addictive alternative to tobacco and alchohol.",0.0,0,0,0,7.0,,132.0,1.0,204.0,195.0,0.0,US,1.0
Alan Gathright,"Says Donald Trump mocked ""someone with a disability.""",This is the reason I lost respect for Donald Trump. He mocked a person with a disability. As a person with a disability it hurts to be judged by something that we have no control over!,0.0,0,0,0,795.0,0.0,887.0,0.0,2264.0,24299.0,38.0,,1.0
Eric Stirgus,"""More than 80 percent of Americans believe we need to have universal background checks.""","Support For Gun Laws :
Quinnipiac Poll
 In Favor 
Universal Background Checks 
            93 Percent 
A License To Purchase Gun
             82 Percent 
     Red Flag Laws
              80 Percent 
Ban On Assault Weapons 
              60 Percent  
Trump Base Is Shrinking!",0.0,0,0,0,1.0,0.0,21.0,0.0,32.0,1965.0,0.0,,1.0
Stephanie Stapleton,"On home health workers low pay and limited benefits, 40% are still on SNAP or Medicaid.","@Eli_Ash @johncardillo Welfare recipients by race:

Food stamps (SNAP): 36.2% white, 25.6% black
WIC: 58.6% white, 20.7% black
Public housing: 32% white, 45% black
Medicaid: 40% white, 21% black",0.0,0,0,0,93.0,,54.0,2.0,29403.0,11473.0,0.0,US,1.0
Tom Kertscher,Says Donald Trump offered his hotel to our troops to sleep in after they were put in a car garage.,"@JFNYC1 @Alleninvest Trump offered his hotel to troops, Biden a garage !
Even saw a Dem tweet saying it's Trumps fault ! Lmao !",0.0,1,0,0,959.0,,1499.0,2.0,42104.0,43492.0,0.0,,0.0
Jessica Calefati,Poll watchers in Philadelphia were thrown out.,"T: poll watchers thrown out in Philadelphia, found ballots in trash with Trump name, they cheat",1.0,0,0,0,3872.0,0.0,3886.0,0.0,51624.0,29480.0,6.0,,0.0
Jon Greenberg,More suicide deaths than coronavirus death past two months.,"@bruce_arthur Dont pick and choose though, tell them what they said about lockdowns too. 

For context, WHO said a month ago that Lockdowns should not be our main solution and that repercussions of further lockdown go well beyond economic, ex. More people dying of suicide than Coronavirus.",1.0,0,1,0,17577.0,,11243.0,1.0,34952.0,24567.0,22.0,,0.0
Ciara O'Rourke,Video shows a child who tested positive for COVID-19 being separated from their parents.,"@anthonyfurey this cant be true. covid patients stay asymptomatic for days so if a classmate tests positive all the classmates and their family members need to be tested and be in a lockdown. thus, no need to just separate the child only. the whole family needs to anyway.",0.0,0,0,0,110.0,0.0,350.0,1.0,6997.0,5281.0,0.0,,1.0
Lauren Carroll,"""General Flynn got his clearance from the Obama administration.""","@checkmatestate @newliberallogic 
@ConObserver 
Did Obama inform Congress and get clearance before killing UBL or assisting in killing Gaddafi? 
Why does the Democratic socialist communist Party treat an Iranian general (terrorist) better than General Flynn?",2.0,0,0,0,819.0,,2594.0,3.0,37991.0,14386.0,1.0,US,1.0
W. Gardner,Says abortions are decreasing.,@CutWithout @FishmrCP @KatelynTweeter But if abortions kept decreasing we would have more children to adopt.,3.0,0,3,0,226.0,0.0,1236.0,2.0,981.0,871.0,0.0,,1.0
Dan Clark,"Donald Trump is ""against marriage equality. He wants to go back.""","@donie Had never thought of trump supporters as cult survivors......possibly the best approach is that which the marriage equality campaign rook which was one conversation at a time starting ""Let me tell you (please) why I support the new administration......""",0.0,0,0,0,184.0,,140.0,1.0,37780.0,9322.0,0.0,US,1.0
Allison Graves,"""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesn't trust Donald Trump with the nuclear codes.""","Marco Rubio calling Donald Trump a con man as if calling someone a con man is playing with nuclear bombs, motherfucker.",0.0,0,0,0,567.0,,562.0,0.0,4560.0,45522.0,25.0,US,1.0
Alan Gathright,"Says Donald Trump mocked ""someone with a disability.""","Donald Trump:

Lies constantly (9,000+ since taking office)
Mocked reporter w/ disability
Prefers dictators over democratic allies
Cheated on wife w/ porn star &amp; paid to keep her quiet
Separates migrant children from families
Won't release tax returns",0.0,0,0,0,12.0,,73.0,0.0,1045.0,2469.0,0.0,,1.0
Lauren Carroll,"Says Donald Trump ""supports eminent domain"" and the Supreme Courts Kelodecision.",@CaptBeezer @stickyfacts eminent domain is 5th amendment right. And the bushes used it more snd cruz supports it more than Trump,2.0,0,0,0,5817.0,0.0,6312.0,2.0,21356.0,174722.0,101.0,,1.0
Bill McCarthy,Video footage from Georgia shows suitcases filled with ballots pulled from under a table and illegally counted after election observers were told to leave.,@charliekirk11 Ummm helloBiden did NOT win Georgia legally. Remember the water pipe that burst stopping the vote count and suitcases of ballots coming out from under the table to count and double count after they sent everyone home? Trump won.,0.0,2,5,0,2081.0,,3608.0,1.0,91495.0,22426.0,8.0,US,0.0
W. Gardner,"""The majority of Austinites rent"" the places they live.","@GovernorPerry @JoeBiden @KamalaHarris @realDonaldTrump @VP @Mike_Pence It's actually quite mainstream and very popular and btw Rick, remember that rent boy from Uncle Charlie's? Austinites haven't forgotten your sexcapades.",0.0,0,0,0,815.0,0.0,2460.0,6.0,94373.0,44640.0,13.0,,1.0
Sarah Hauer,"""For decades, the states gas tax has been among the highest in the nation.""","@Mynorthwest @NEWSGUYSULLY So we have tabs that AREN'T $30, we're set to have the highest gas tax in the nation, and now pay by the mile. I still don't understand how these people keep getting voted in.",1.0,0,4,0,51.0,0.0,144.0,2.0,12728.0,4700.0,0.0,,1.0
Sarah Hauer,"""For decades, the states gas tax has been among the highest in the nation.""","@RepGarretGraves What progress has LA made in any area? Fishing, oil and gas, agriculture, transportation, infrastructure; roads and highways, waterways, energy. There's no winning for LA residents. The sales tax alone is the highest in the nation for the poorest of people in the nation.",1.0,0,0,0,658.0,0.0,1591.0,1.0,6938.0,4653.0,2.0,,1.0
Tom Kertscher,"""Dark money spending"" in the 2016 election cycle ""is 10 times what it was at the same point in the 2012 election cycle,"" when it topped $308 million.","@BernieSanders Sanders has his own Dark Money PAC, Our Revolution. He also had 639 pages of FEC violations in 2016 &amp; has had 69 pages this election cycle. He needs to stop letting his college bankrupting wife do his campaign books &amp; stop spewing on about purity tests he doesnt live up to.",1.0,1,6,0,2622.0,,1543.0,1.0,163599.0,105616.0,29.0,US,1.0
Ciara O'Rourke,China recovered from COVID-19 without a vaccine.,@KenGoodwinITV @RedcliffeScott @JessMartinezxox @SovereignAnnie @BorisJohnson @SkyNews Data from actual tests being done in china has shown it has lived on and been found in fecal matter after the subjects tested had seemingly recovered from symptoms. Therefore this means without good hygiene and good gut health and equally a vaccine- you can get reinfected!,0.0,0,0,0,144.0,,172.0,5.0,5165.0,6970.0,4.0,,0.0
Daniel Funke,Says Jerry Nadler said God has no authority in the House of Representatives,"Jerry Nadler:

you have praised self, power, greed &amp; have proclaimed your agendas as god but.....
God who holds   in His Hand &amp; owns all your ways, you have not glorified. Daniel 5:23

A very scary position....",1.0,0,0,0,42.0,0.0,132.0,0.0,2401.0,16931.0,1.0,,1.0
Aaron Sharockman,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""","* Night of Access Hollywood tape, Stone tells Corsi to have Wikileaks push out the emails

GOP Conclusion: nothing to see here.",0.0,1,0,0,15365.0,0.0,13576.0,0.0,116672.0,448320.0,42.0,,1.0
Louis Jacobson,"""In Congress right now, we're doing the best job we have ever done in women in the federal legislature,"" but its still only ""19 percent.""","While we wait, some election facts to celebrate right now:
More women of color ran for Congress than ever before.
More women ran for state legislature than ever before.
Women donated $2 billion to federal campaigns.
Were using our wealth and power to invest in our future.",1.0,5,22,3,3358.0,,1874.0,0.0,3673.0,3198.0,126.0,,1.0
Ciara O'Rourke,Photo shows Kelly Loefflers house.,@KLoeffler Even fox news bullshit cant convince Georgians to support Kelly Loeffler. As wealthy as she is she somehow has her house devalued cheating Georgia out of hundreds of thousands in tax dollars used to support less fortunate Georgians.  why would they vote for her.,0.0,0,0,0,490.0,,161.0,1.0,724.0,4095.0,0.0,US,0.0
Tom Kertscher,"America has 133 million registered voters, but 159 million votes were cast in the 2020 presidential election.","Simple math.

133 million U.S. registered voters.
159 million votes cast in Nov. 2020 election.
26 million unregistered (illegal) votes cast.

Why is America going through all these convulsions over the truth issue of #ElectionFraud?

This cannot &amp; will not stand. Watch.",1.0,1,1,0,383.0,818.0,250.0,0.0,872.0,12584.0,8.0,,0.0
Ciara O'Rourke,"Coroner saying George Floyd died of drug overdose, not police brutality.",@CTSenateDems Is her family going to get millions like George Floyds family? Maybe if she  died of drug overdose too,0.0,0,0,0,705.0,,1186.0,1.0,21339.0,13223.0,5.0,,1.0
W. Gardner,Rick Perry doesnt think there should be a federal minimum wage.,#Beauty and A Beat #news Rick Perry: The Minimum Wage Is Not 'The Government's Business' #masdirin,0.0,0,0,0,17.0,0.0,9.0,0.0,1.0,264726.0,0.0,,1.0
Monique Curet,Headlines show CNN published contradictory reports about hydroxychloroquine in 2020.,"@CNN Lemme guess. Hydroxychloroquine and Ivermectin. C'mon @joerogan, could've been a lot safer if you took the jab... Expect no sympathy for a preventable disease and its treatment...",2.0,0,4,0,154.0,,475.0,2.0,5709.0,17851.0,0.0,,1.0
Shefali Luthra,"Republicans have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""","@RahLeafColorado @lananothony @LAboderin @ToadFur @LPFeinberg @SenSanders The VA is the government running health services we're talking about a bill to have the government run health insurance there's a pretty big difference there. And Medicaid and the VA would be better if they were properly funded, but Republicans like to cut those programs.",0.0,0,2,0,389.0,,2440.0,4.0,70766.0,16255.0,1.0,US,1.0
Julie Kliegman,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""","Just like when Crimea was annexed people would casually say that ""Crimea is historically part of Russia,"" never having given a moment's thought to Crimea before in their lives.",2.0,4,8,0,24854.0,,1661.0,0.0,15672.0,192753.0,562.0,US,1.0
Louis Jacobson,"""More than 72 percent of children in the African-American community are born out of wedlock.""",#goodLawd RT @efowl314: Whooooa... 72% of all african american children are born out of wedlock? That's wild,0.0,0,0,0,301.0,,298.0,1.0,2018.0,19883.0,5.0,US,1.0
Aaron Sharockman,Says Joe Biden stays in his basement.,"@Unclesa91623885 @JohnHCJr @disclosetv @gatewaypundit Im torn between wanting this out so that Joe Biden stays in his basement for eternity for the evil he covered up and wanting it hidden because that poor child suffered enough, if Joe had just resigned he would have saved his family this horror.",0.0,0,0,0,338.0,,544.0,4.0,9767.0,3597.0,4.0,US,0.0
Jon Greenberg,"""For every extra year a girl goes to school, her income goes up 12 percent.""","FOR EVERY EXTRA YEAR A GIRL STAYS IN SCHOOL, HER INCOME CAN INCREASE BY 11%
When girls are educated, they have the knowledge, skills and opportunities to create a better, brighter future for themselves and everyone around them.

Source: World Bank report: Missed Opportun",0.0,3,3,0,2431.0,0.0,2238.0,0.0,11196.0,8785.0,17.0,,1.0
Daniel Funke,Says Jerry Nadler said God has no authority in the House of Representatives,"@RepJerryNadler our founding fathers founded us as a Judeo Christian nation. What Jerry Nadler believes is of no concern to our country and most importantly,God!",0.0,0,0,0,1.0,,77.0,1.0,56.0,403.0,0.0,,
Joshua Gillin,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""","@suziegeewizz Agree; peopls should be careful what they wish for.

There's nothing stopping this govt. slashing social security payments and simply providing those needing it, with some sort of guaranteed access to a foodbank who will provide a 'hamper' not unlike the Chartwell fiasco.",1.0,0,5,0,1654.0,,2459.0,1.0,88627.0,90928.0,6.0,US,1.0
Tom Kertscher,"Says Joe Biden is withholding $150 million in aid from Ukraine to pressure Ukraine to drop all criminal investigations into him and his son, Hunter.","@Jeffrey_Marty Benghazi, Clinton server with classified information, Obama spynet against a Republican Party, Iran 150 billion dollars, 200 million to Muslim brotherhood, 200 million to Hamas, and Ukraine where voters Biden threatened to withhold a billion dollars if they did fire prosecutor",0.0,0,0,0,412.0,,431.0,0.0,22940.0,18326.0,0.0,US,0.0
D.L. Davis,"In Afghanistan, over 100 billion dollars spent on military contracts.","@BonsensJoe @golfnut582 @jon_miners @miles_commodore You're 100% correct. Thank you for correcting me: the dollar amount on equipment left in Afghanistan by #Biden administration is 85 BILLION dollars, paid by American taxpayer 

Thanks, Uncle Joe. 
You sure do know how to waste #American taxes &amp; put our national security at risk",0.0,0,0,0,303.0,,357.0,4.0,31998.0,27432.0,1.0,US,1.0
W. Gardner,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""","The lawsuit was filed by Ken #Paxton, the #Texas attorney general. Mr. Paxton is under indictment in a securities fraud case and facing separate accusations of abusing his office to aid a political donor by several former employees.",0.0,0,0,0,498.0,,3439.0,0.0,7731.0,11527.0,16.0,US,1.0
Lauren Carroll,"Says Donald Trump ""supports eminent domain"" and the Supreme Courts Kelodecision.","@MyPlace4U @ChrissyXris @DavidAFrench @JonahDispatch McEnany also called Trump a ""Republican in name only,"" pointing to his past donations to Democrats and policy positions. I don't want to claim this guy,"" she added. ""Donald Trump, if we're going to be honest, is a progressive.He supports eminent domain. He supported tax increases",1.0,0,0,0,311.0,,1015.0,4.0,2143.0,53003.0,6.0,US,1.0
Bobby Cervantes,"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6.""",DOJ: Intentional discrimination occurs because of swap out of voters to minimize Latino impact.  #txlege #tx3step,0.0,1,0,0,22521.0,,2613.0,0.0,1574.0,62272.0,587.0,US,1.0
Louis Jacobson,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",Wow RT @KerryKennedyRFK: More Americans have died by guns since 1968 than died in all US wars since 1776,0.0,1,0,0,12652.0,,1305.0,1.0,39304.0,102901.0,487.0,,1.0
Samantha Putterman,Says this crowd video shows the ongoing protests in Cuba.,Amazing video out of Cuba. Anti-Castro Brothers protest right in the heart of the tourist area. Tonight on NBC6 Miami.,0.0,0,0,0,3407.0,,1131.0,0.0,1247.0,13237.0,111.0,US,0.0
Louis Jacobson,"Polls show that Americans ""overwhelmingly"" support ""expanding background checks.""",92% of Americans  including a majority of gun owners -- support expanding universal background checks. #Congress #Sarbanes,0.0,0,0,0,180.0,,610.0,0.0,88.0,1244.0,11.0,US,1.0
Ciara O'Rourke,Says Joe Exotic was pardoned.,Joe Exotic blames not getting pardoned on being too gay,0.0,0,2,0,3115.0,0.0,1403.0,0.0,1040.0,322808.0,94.0,,0.0
Samantha Putterman,Nancy Pelosi is no longer the Speaker of the House,The only thing that can be of any good is if Nancy Pelosi somehow is no longer speaker of the house because something tells me your good sis is gonna hinder some much needed relief further than she already has.,0.0,0,0,0,66.0,,52.0,0.0,6486.0,7309.0,0.0,US,0.0
Samantha Putterman,Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.,Did yall know that they found 39 missing children in a trailer in Georgia?,0.0,0,0,0,199.0,,993.0,0.0,3295.0,3894.0,0.0,US,0.0
Amy Sherman,"Says Rick Scotts ""hospital company stole millions, defrauding the militarys health care program.""",@karinanniebell @CarlosGSmith @GovRonDeSantis Change parties? Isn't Rick Scott a Republican too? One that stole millions from Medicare? I might recommend dumping the Republican party for the Democratic party. They seem to be the only ones heavily recommending masks.,0.0,0,0,0,304.0,,517.0,3.0,32228.0,60742.0,2.0,US,1.0
Miriam Valverde,"Just for the record, the Biden Administration IS separating children and parents.","@Sheilabgood @washingtonpost You mean the votes of people who can't vote?
If the Trump team didn't forcibly separate children from their families like a bunch of psychotics, Biden wouldn't have to make repairs.",1.0,0,0,0,987.0,,1071.0,2.0,75110.0,48361.0,11.0,US,0.0
Louis Jacobson,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",Congress had an 11% approval rating and 90-something percent of them got reelected?  I smell a rat.  #2014Elections,0.0,0,0,0,3.0,,16.0,0.0,12.0,29.0,0.0,US,1.0
Amy Sherman,Says a video captures sound from the surface of Mars,"sure it's a cool video of Curiosity, but why is everyone sharing it as if it's Perseverance capturing sound from mars for the first time. It's a fake soundtrack y'all.",0.0,1,0,0,4399.0,,1780.0,0.0,16172.0,44143.0,291.0,US,0.0
Jon Greenberg,Says his policy is that health insurance should always cover preexisting conditions. For anyone. Period.,"@BigJuice124 @AndyBeshearKY She went without insurance my whole life bc her preexisting condition made it impossible for our family to cover her. Blaming the poor, is what the billionaires who pay no taxes want you ya to do",0.0,0,1,0,340.0,,695.0,2.0,46425.0,16069.0,2.0,,0.0
Louis Jacobson,"The voting bill known as H.R. 1 ""would force states to adopt universal mail-in ballots.","Reminder: This election was rigged.

1) mail-in ballots being implemented everywhere

2) medias insanely biased coverage, suppressing critical information about how compromised the Bidens are

3) non-transparency by force in swing states: bullies stopped witnesses from observance",2.0,0,0,0,1041.0,0.0,2633.0,0.0,113829.0,65210.0,19.0,,0.0
Angie Drobnic,"""Gov. Romney was very clear, he would veto the DREAM Act.""",Romney vowed to veto the Dream Act. #TheRealRomney #debate2012 #SketchyDeal,0.0,0,0,0,239.0,,535.0,0.0,24911.0,85492.0,2.0,,1.0
Amy Sherman,Al-Qaida is gone from Afghanistan.,"@MMFlint Afghanistan more in danger now. Taliban/Al-qaida will take it on their nearest neighbor. Americans gone, more terror in Afg. Nato?",0.0,0,0,0,4203.0,0.0,3511.0,1.0,79657.0,135759.0,80.0,,0.0
W. Gardner,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""","and other alleged felonies, to go along with his current indictment. These obsessive attempts to reduce the voter turnout in Texas is obscene. The fact that Ken Paxton is still in office is obscene, especially the office of Attorney General. The current leaders in Texas spend",1.0,0,0,0,2471.0,,3704.0,0.0,27132.0,37937.0,3.0,US,1.0
Ciara O'Rourke,Says the COVID-19 vaccine doesnt prevent catching or spreading the virus and only lasts months.,@JoLarkin @justloo08927540 @imaanjoshi @lesmis456 @ketaminh Israel's now on the 4th dose. The covid shot does not prevent you from getting or spreading covid. So not a vaccine. But nice try. Stop comparing real vaccines to this shot. Not even the close.,0.0,1,2,0,3574.0,,3428.0,5.0,60983.0,66278.0,2.0,US,0.0
